UG_COD,UG_DESC,UF,REGIÃO,REGIAO,FONTE_REGIONALIZACAO
153271,PRO-REITORIA DE GRADUACAO/UFMG,MG,,Sudeste,LLM
153272,PRO-REITORIA DE EXTENSAO/UFMG,MG,,Sudeste,LLM
153273,PRO-REITORIA DE PESQUISA/UFMG,MG,,Sudeste,LLM
153274,PRO-REITORIA DE POS-GRADUACAO/UFMG,MG,,Sudeste,LLM
153275,ESCOLA DE ARQUITETURA/UFMG,MG,,Sudeste,LLM
153276,ESCOLA DE BELAS ARTES/UFMG,MG,,Sudeste,LLM
153277,ESCOLA DE CIENCIA DA INFORMACAO/UFMG,MG,,Sudeste,LLM
153278,ESCOLA EDUCACAO FISICA FISIOT.TERAP.OCUP/UFMG,MG,,Sudeste,LLM
153279,ESCOLA DE ENFERMAGEM/UFMG,MG,,Sudeste,LLM
153280,ESCOLA DE ENGENHARIA/UFMG,MG,,Sudeste,LLM
153281,ESCOLA DE MUSICA/UFMG,MG,,Sudeste,LLM
153282,ESCOLA DE VETERINARIA/UFMG,MG,,Sudeste,LLM
153283,FACULDADE DE CIENCIAS ECONOMICAS/UFMG,MG,,Sudeste,LLM
153284,FACULDADE DE DIREITO/UFMG,MG,,Sudeste,LLM
153285,FACULDADE DE EDUCACAO/UFMG,MG,,Sudeste,LLM
153286,FACULDADE DE FARMACIA/UFMG,MG,,Sudeste,LLM
153287,FACULDADE DE FILOSOFIA E CIENC. HUMANAS/UFMG,MG,,Sudeste,LLM
153288,FACULDADE DE LETRAS/UFMG,MG,,Sudeste,LLM
153289,FACULDADE DE MEDICINA/UFMG,MG,,Sudeste,LLM
153290,FACULDADE DE ODONTOLOGIA/UFMG,MG,,Sudeste,LLM
153291,INSTITUTO DE CIENCIAS BIOLOGICAS/UFMG,MG,,Sudeste,LLM
153292,INSTITUTO DE CIENCIAS EXATAS/UFMG,MG,,Sudeste,LLM
153293,INSTITUTO DE GEO-CIENCIAS/UFMG,MG,,Sudeste,LLM
153294,CENTRO PEDAGOGICO/UFMG,MG,,Sudeste,LLM
153295,COLEGIO TECNICO/UFMG,MG,,Sudeste,LLM
153296,INSTITUTO DE CIENCIAS AGRARIAS/UFMG,MG,,Sudeste,LLM
153343,ESCOLA DE BELAS ARTES,RJ,,Sudeste,LLM
153350,DEPTO. DE MUSICA DA UFPE,PE,,Nordeste,LLM
153351,DEPTO.DE FISICA DA UFPE,PE,,Nordeste,LLM
153352,DEPTO.DE MATEMATICA DA UFPE,PE,,Nordeste,LLM
153353,DEPTO.DE ESTATISTICA DA UFPE,PE,,Nordeste,LLM
153354,DEPTO.DE QUIMICA FUNDAMENTAL DA UFPE,PE,,Nordeste,LLM
153355,DIRETORIA DO CENTRO DE INFORMATICA - UFPE,PE,,Nordeste,LLM
153356,DEPTO.DE ANATOMIA DA UFPE,PE,,Nordeste,LLM
153358,DEPTO.DE FISIOLOGIA E FARMACOLOGIA DA UFPE,PE,,Nordeste,LLM
153361,DEPTO. DE ZOOLOGIA DA UFPE,PE,,Nordeste,LLM
153362,DEPTO. DE ANTIBIOTICOS DA UFPE,PE,,Nordeste,LLM
153366,DEPTO. DE FILOSOFIA DA UFPE,PE,,Nordeste,LLM
153367,DEPTO. DE HISTORIA DA UFPE,PE,,Nordeste,LLM
153368,DEPARTAMENTO DE SOCIOLOGIA DA UFPE,PE,,Nordeste,LLM
153370,DEPTO. DE CIENCIAS GEOGRAFICAS DA UFPE,PE,,Nordeste,LLM
153375,COLEGIO DE APLICACAO DA UFPE,PE,,Nordeste,LLM
153376,NUCLEO DE SAUDE PUBLICA E DESENV.SOCIAL-UFPE,PE,,Nordeste,LLM
153377,DEPTO.DE CIENCIAS ADMINISTRATIVAS DA UFPE,PE,,Nordeste,LLM
153389,DEPTO.DE CLINICA E ODONTOL.PREVENTIVA DA UFPE,PE,,Nordeste,LLM
153390,DEPTO.DE PROTESE E CIRURGIA BUCO FACIAL-UFPE,PE,,Nordeste,LLM
153392,DEPTO.DE ENFERMAGEM DA UFPE,PE,,Nordeste,LLM
153393,DEPTO.DE EDUCACAO FISICA DA UFPE,PE,,Nordeste,LLM
153394,DEPTO. DE FISIOTERAPIA DA UFPE,PE,,Nordeste,LLM
153396,DEPTO.DE ENG.CIVIL DA UFPE,PE,,Nordeste,LLM
153398,DEPTO.DE ENG.MECANICA DA UFPE,PE,,Nordeste,LLM
153400,DEPTO.DE ENGENHARIA QUIMICA DA UFPE,PE,,Nordeste,LLM
153401,DEPTO.DE GEOLOGIA DA UFPE,PE,,Nordeste,LLM
153404,DEPTO.DE ELETRONICA E SISTEMAS DA UFPE,PE,,Nordeste,LLM
153409,PRO-REITORIA DE GESTÃO ADMINISTRATIVA,DF,,Centro-Oeste,LLM
153410,LIKA/LABORAT.IMUNOPATOLOGIA KEISO ASAMI-UFPE,PE,,Nordeste,LLM
153412,PRO-REITORIA PLANEJ.ORCAM.FINANÇAS,DF,,Centro-Oeste,LLM
153413,PRO-REIT.DE GEST.DE PESSOAS QUAL.DE VIDA PROG,DF,,Centro-Oeste,LLM
153490,FACULDADE DE LETRAS - UFRJ,RJ,,Sudeste,LLM
153491,ESCOLA DE MUSICA - UFRJ,RJ,,Sudeste,LLM
153492,FACULDADE DE ARQUITETURA E URBANISMO - UFRJ,RJ,,Sudeste,LLM
153494,INSTITUTO DE MACROMOLECULAS DA UFRJ,RJ,,Sudeste,LLM
153515,INSTITUTO DE ESTUDOS EM SAUDE COLETIVA,RJ,,Sudeste,LLM
153610,UNIVERSIDADE FEDERAL DE SANTA MARIA - HUSM,RS,,Sul,LLM
153808,HOSPITAL DE CLINICAS DA UFPR,PR,,Sul,LLM
153977,CENTRO DE ENSINO SUPERIOR DO SERIDO/UFRN,RN,,Nordeste,LLM
153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,DF,,Centro-Oeste,LLM
153984,PRO-REITORIA DE GRADUAÇÃO,DF,,Centro-Oeste,LLM
153991,UTFPR - CAMPUS DOIS VIZINHOS,PR,,Sul,LLM
154003,FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR,DF,,Centro-Oeste,LLM
154019,CENTRO DE APOIO AO DESENVOLV. TECNOLOGICO-CDT,DF,,Centro-Oeste,LLM
154032,FUND.UNIV.FED.DE.CIENC.DA SAUDE DE P.ALEGRE,RS,,SUL,LLM
154035,HOSPITAL UNIV. GAFFREE E GUINLE DA UNIRIO,RJ,,Sudeste,LLM
154040,FUNDACAO UNIVERSIDADE DE BRASILIA - FUB,DF,,Centro-Oeste,LLM
154042,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,RS,,Sul,LLM
154043,FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA,MG,,Sudeste,LLM
154046,UNIVERSIDADE FEDERAL DE OURO PRETO,MG,,Sudeste,LLM
154047,FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS,RS,,Sul,LLM
154049,FUNDACAO UNIVERSIDADE FEDERAL DE SAO CARLOS,SP,,Sudeste,LLM
154051,UNIVERSIDADE FEDERAL DE VICOSA,MG,,Sudeste,LLM
154052,CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV,MG,,Sudeste,LLM
154053,CENTRAL DE EXP.PESQ.E EXT.DO TRIANG.MIN./UFV,MG,,Sudeste,LLM
154069,FUNDACAO UNIVERSIDADE FEDERAL DE S.J.DEL-REI,MG,,Sudeste,LLM
154070,HOSPITAL UNIVERSITARIO JULIO MULLER DA FUFMT,MT,,Centro-Oeste,LLM
154072,HOSPITAL UNIVERSITARIO,DF,,Centro-Oeste,LLM
154079,CENTRO DE SEL.E DE PROMOÇÃO DE EVENTOS,DF,,Centro-Oeste,LLM
154106,HOSPITAL UNIVERSITARIO DE BRASILIA - HUB,DF,,Centro-Oeste,LLM
154145,HOSPITAL ESCOLA DA UFPEL,RS,,Sul,LLM
154177,HOSPITAL UNIVERSITARIO DA FUFSE,SE,,Nordeste,LLM
154357,HOSPITAL UNIVERSITARIO MARIA AP. PEDROSSIAM,MS,,Centro-Oeste,LLM
154358,UTFPR - CAMPUS CURITIBA,PR,,Sul,LLM
154359,FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA,RS,,Sul,LLM
154421,FUND. UNIVERSIDADE FEDERAL VALE SAO FRANCISCO,PE,,Nordeste,LLM
154459,CENTRO CULTURAL DA UFMG,MG,,Sudeste,LLM
154502,FUNDACAO UNIVERSIDADE FED. DA GRANDE DOURADOS,MS,,Centro-Oeste,LLM
154503,FUNDACAO UNIVERSIDADE FEDERAL DO ABC,SP,,Sudeste,LLM
154581,INST. FED. BAIANO -CAMPUS TEIXEIRA DE FREITAS,BA,,Nordeste,LLM
154582,INST FED RN / CAMPUS SÃO GONÇALO DO AMARANTE,RN,,Nordeste,LLM
154617,INST. FED. BAIANO - CAMPUS URUÇUCA,BA,,Nordeste,LLM
154618,INST. FED. BAIANO - CAMPUS GOV. MANGABEIRA,BA,,Nordeste,LLM
154628,INST.FEDERAL FARROUPILHA/CAMPUS JAGUARI,RS,,Sul,LLM
154712,SUPERINTENDENCIA DE PROJETOS E OBRA - GAB,DF,,Centro-Oeste,LLM
154728,SECRETARIA GESTAO INFORMACAO E COMUNICACAO,DF,,Centro-Oeste,LLM
155001,HOSPITAL DE CLINICAS DE PORTO ALEGRE,RS,,Sul,LLM
155007,EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES,DF,,Centro-Oeste,LLM
155008,EBSERH - HOSPITAL UNIVERSITÁRIO DO PIAUÍ,PI,,Nordeste,LLM
158123,INST FED EDUC CIENCIA TECNOL SUDESTE MG,MG,,Sudeste,LLM
158124,IF GOIANO,GO,,Centro-Oeste,LLM
158125,INST. FED. CATARINENSE/REITORIA,SC,,Sul,LLM
158162,INST.FED.DO PARÁ/CAMPUS BREVES,PA,,Norte,LLM
158172,HOSPITAL UNIVERSITARIO JOAO DE BARROS BARRETO,PA,,Norte,LLM
158195,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,PB,,Nordeste,LLM
158196,HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,PB,,Nordeste,LLM
158197,CENTRO DE FORMACAO DE PROFESSORES DA UFCG,PB,,Nordeste,LLM
158198,CENTRO DE CIENCIAS JURIDICAS E SOCIAIS/UFCG,PB,,Nordeste,LLM
158199,CENTRO DE SAUDE E TECNOLOGIA RURAL DA UFCG,PB,,Nordeste,LLM
158219,COLÉGIO DE APLICAÇÃO DA UFRJ,RJ,,Sudeste,LLM
158220,HOSPITAL ESCOLA SAO FRANCISCO DE ASSIS,RS,,Sul,LLM
158221,ESCOLA DE SERVIÇO SOCIAL DA UFRJ,RJ,,Sudeste,LLM
158222,ESCOLA DE COMUNICAÇÃO DA UFRJ,RJ,,Sudeste,LLM
158223,FACULDADE DE DIREITO DA UFRJ,RJ,,Sudeste,LLM
158229,INSTITUTO DE BIOQUÍMICA MÉDICA DA UFRJ,RJ,,Sudeste,LLM
158261,INST.FED.DO RS/CAMPUS PORTO ALEGRE,RS,,Sul,LLM
158262,INST.FED.DO RS/CAMPUS RIO GRANDE,RS,,Sul,LLM
158263,INST.FED.DO RS/CAMPUS SERTÃO,RS,,Sul,LLM
158264,INST.FED.DO RS/CAMPUS BENTO GONCALVES,RS,,Sul,LLM
158265,INST.FED.DO RS/CAMPUS CANOAS,RS,,Sul,LLM
158266,INST.FED.FARROUPILHA/CAMPUS SANTO AUGUSTO,RS,,Sul,LLM
158267,INST.FED.FARROUPILHA/CAMPUS DE ALEGRETE,RS,,Sul,LLM
158268,INST.FED.FARROUPILHA/CAMPUS SÃO VICENTE SUL,RS,,Sul,LLM
158269,INST.FED.FARROUPILHA/CAMPUS JULIO CASTILHOS,RS,,Sul,LLM
158270,IFSP - CAMPUS SÃO PAULO,SP,,Sudeste,LLM
158277,INST.FED.BAIANO/CAMPUS SANTA INES,BA,,Nordeste,LLM
158278,INST.FED.S.PERNAMB./CAMPUS PETROLINA Z.RURAL,PE,,Nordeste,LLM
158298,IF GOIANO - CAMPUS URUTAI,GO,,Centro-Oeste,LLM
158299,IF GOIANO - CAMPUS RIO VERDE,GO,,Centro-Oeste,LLM
158300,IF GOIANO - CAMPUS MORRINHOS,GO,,Centro-Oeste,LLM
158301,CENTRO DE CIENCIAS E TECNOLOGIA AGROALIMENTAR,SP,,Sudeste,LLM
158302,IF GOIANO - CAMPUS CERES,GO,,Centro-Oeste,LLM
158303,IFSULDEMINAS - CAMPUS MUZAMBINHO,MG,,Sudeste,LLM
158304,IFSULDEMINAS - CAMPUS MACHADO,MG,,Sudeste,LLM
158305,IFSULDEMINAS - CAMPUS INCONFIDENTES,MG,,Sudeste,LLM
158306,INST.FED.DO PARÁ/CAMPUS BELEM,PA,,Norte,LLM
158307,INST.FED.DO PARÁ/CAMPUS RURAL MARABÁ,PA,,Norte,LLM
158308,INST.FED.DO PARÁ/CAMPUS CASTANHAL,PA,,Norte,LLM
158310,INST.FED.TRIANGULO MINEIRO/CAMPUS UBERABA,MG,,Sudeste,LLM
158311,INST.FED.TRIANGULO MINEIRO/CAMPUS ITUIUTABA,MG,,Sudeste,LLM
158312,INST.FED.TRIANGULO MINEIRO/CAMPUS UBERLANDIA,MG,,Sudeste,LLM
158325,INST.FED.DO RS/CAMPUS ERECHIM,RS,,Sul,LLM
158326,INST.FED.DO RS/CAMPUS PORTO ALEGRE - RESTINGA,RS,,Sul,LLM
158327,INST.FED.DO RS/CAMPUS OSORIO,RS,,Sul,LLM
158328,INST.FED.DO RS/CAMPUS CAXIAS DO SUL,RS,,Sul,LLM
158329,IFSP - CAMPUS SÃO ROQUE,SP,,Sudeste,LLM
158330,IFSP - CAMPUS SÃO CARLOS,SP,,Sudeste,LLM
158331,IFSP - CAMPUS SERTÃOZINHO,SP,,Sudeste,LLM
158332,IFSP - CAMPUS CUBATÃO,SP,,Sudeste,LLM
158338,INST.FED.SUL RIO GRANDENSE/CAMPUS PASSO FUNDO,RS,,Sul,LLM
158339,INST.FED.SUL RIO GRANDENSE/CAMPUS SAPUCAIA,RS,,Sul,LLM
158340,INST.FED.SUL RIO GRANDENSE/CAMPUS CHARQUEADAS,RS,,Sul,LLM
158344,IFSP - CAMPUS BRAGANÇA PAULISTA,SP,,Sudeste,LLM
158346,IFSP - CAMPUS SÃO JOÃO DA BOA VISTA,SP,,Sudeste,LLM
158347,IFSP - CAMPUS CAMPOS DO JORDÃO,SP,,Sudeste,LLM
158348,IFSP - CAMPUS GUARULHOS,SP,,Sudeste,LLM
158349,IFSP - CAMPUS CARAGUATATUBA,SP,,Sudeste,LLM
158354,INST.FED.PIAUÍ/CAMPUS TERESINA ZONA SUL,PI,,Nordeste,LLM
158364,IFSP - CAMPUS SALTO,SP,,Sudeste,LLM
158365,INST.FED DO RN/CAMPUS MOSSORO,RN,,Nordeste,LLM
158366,INST.FED. DO RN/CAMPUS CURRAIS NOVOS,RN,,Nordeste,LLM
158367,INST.FED. DO RN/CAMPUS IPANGUAÇU,RN,,Nordeste,LLM
158368,INST.FED.DO RN/CAMPUS NATAL - ZONA NORTE,RN,,Nordeste,LLM
158369,INST.FED.DO RN/CAMPUS NATAL - CENTRAL,RN,,Nordeste,LLM
158370,INST.FED. DO RN/CAMPUS CAICÓ,RN,,Nordeste,LLM
158371,INST.FED.DO RN/CAMPUS APODI,RN,,Nordeste,LLM
158372,INST.FED.DO RN/CAMPUS SANTA CRUZ,RN,,Nordeste,LLM
158373,INST.FED.DO RN/CAMPUS JOAO CAMARA,RN,,Nordeste,LLM
158374,INST.FED.DO RN/CAMPUS PAU DOS FERROS,RN,,Nordeste,LLM
158375,INST.FED.DO RN/CAMPUS MACAU,RN,,Nordeste,LLM
158379,INST. FED. CATARINENSE/CAMPUS VIDEIRA,SC,,Sul,LLM
158386,INST.FED. FLUMINENSE/CAMPUS GUARUS,RJ,,Sudeste,LLM
158387,INST.FED  FLUMINENSE/CAMPUS B.JESUS DO ITABAP,RJ,,Sudeste,LLM
158401,CENTRO DESENV SUSTENTAVEL DO SEMIARIDO-UFCG,PB,,Nordeste,LLM
158433,INST.FED.DE GOIÁS/CAMPUS ITUMBIARA,GO,,Centro-Oeste,LLM
158435,INST.FED.BAIANO/CAMPUS SENHOR DO BONFIM,BA,,Nordeste,LLM
158442,INST. FED. BAIANO - CAMPUS GUANAMBI,BA,,Nordeste,LLM
158443,INST.FED.BAIANO/CAMPUS CATU,BA,,Nordeste,LLM
158447,CAMPUS COARI,AM,,Norte,LLM
158448,INST.FED.DO MS/CAMPUS AQUIDAUANA,MS,,Centro-Oeste,LLM
158449,INST. FED. DO MS/CAMPUS CAMPO GRANDE,MS,,Centro-Oeste,LLM
158450,INST. FED. DO MS/CAMPUS CORUMBA,MS,,Centro-Oeste,LLM
158452,INST. FED. DO MS/CAMPUS NOVA ANDRADINA,MS,,Centro-Oeste,LLM
158453,INST. FED. DO MS/CAMPUS PONTA PORA,MS,,Centro-Oeste,LLM
158459,INST. FED. CATARINENSE/CAMPUS ARAQUARI,SC,,Sul,LLM
158460,INST. FED. CATARINENSE/CAMPUS CAMBORIU,SC,,Sul,LLM
158461,INST. FED. CATARINENSE/CAMPUS CONCORDIA,SC,,Sul,LLM
158462,INST. FED. CATARINENSE/CAMPUS SOMBRIO,SC,,Sul,LLM
158463,INST.FED.DO PE/CAMPUS IPOJUCA,PE,,Nordeste,LLM
158464,INST.FED. DO PE/CAMPUS RECIFE,PE,,Nordeste,LLM
158465,INST.FED.DO PE/CAMPUS VITORIA DE ST. ANTAO,PE,,Nordeste,LLM
158466,INST.FED. DO PE/CAMPUS BARREIROS,PE,,Nordeste,LLM
158467,INST.FED.DO SUL-RIO-GRANDENSE/CAMPUS PELOTAS,RS,,Sul,LLM
158477,INST.FED.DO PE/CAMPUS PESQUEIRA,PE,,Nordeste,LLM
158478,INST.FED DO PE/CAMPUS BELO JARDIM,PE,,Nordeste,LLM
158482,INST.FED.DO RJ/CAMPUS DUQUE DE CAXIAS,RJ,,Sudeste,LLM
158483,1NST.FED.DO RJ/CAMPUS NILOPOLIS,RJ,,Sudeste,LLM
158485,INST.FED.DO RJ/CAMPUS PINHEIRAL,RJ,,Sudeste,LLM
158486,INST.FED.DO RJ/CAMPUS RJ - REALENGO,RJ,,Sudeste,LLM
158487,INST.FED.DO RJ/CAMPUS SAO GONÇALO,RJ,,Sudeste,LLM
158488,INST.FED.DO RJ/CAMPUS VOLTA REDONDA,RJ,,Sudeste,LLM
158499,INST.FED.SERTAO PERNAMBUCANO/CAMPUS PETROLINA,PE,,Nordeste,LLM
158500,INST.FED.SERTAO PERNAMBUCANO/CAMPUS FLORESTA,PE,,Nordeste,LLM
158501,IFB - CAMPUS PLANALTINA,DF,,Centro-Oeste,LLM
158502,INST.FED.DO RJ/CAMPUS RJ - MARACANÃ,RJ,,Sudeste,LLM
158503,INST.FED.FARROUPILHA/CAMPUS DE SÃO BORJA,RS,,Sul,LLM
158504,INST.FED.FARROUPILHA/CAMPUS DE SANTA ROSA,RS,,Sul,LLM
158505,INST.FE.FARROUPILHA/CAMPUS PANAMBI,RS,,Sul,LLM
158506,INST.FED.DO PARÁ/CAMPUS BRAGANÇA,PA,,Norte,LLM
158508,INST.FED.DO PARÁ/CAMPUS ABAETETUBA,PA,,Norte,LLM
158509,INST.FED.DO PARÁ/CAMPUS CONCEIC. DO ARAGUAIA,PA,,Norte,LLM
158512,INST.FED.DO PARÁ/CAMPUS INDUSTRIAL MARABÁ,PA,,Norte,LLM
158517,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,SC,,Sul,LLM
158518,INST.FED.DO PARÁ/CAMPUS SANTARÉM,PA,,Norte,LLM
158520,IFSP - CAMPUS CATANDUVA,SP,,Sudeste,LLM
158522,INSTITUTO FEDERAL DE GOIÁS/CAMPUS ANÁPOLIS,GO,,Centro-Oeste,LLM
158523,INSTITUTO FEDERAL DE GOIÁS/CAMPUS FORMOSA,GO,,Centro-Oeste,LLM
158524,INSTITUTO FEDERAL DE GOIÁS/CAMPUS LUZIANIA,GO,,Centro-Oeste,LLM
158525,IFSP - CAMPUS BIRIGUI,SP,,Sudeste,LLM
158526,IFSP - CAMPUS ITAPETININGA,SP,,Sudeste,LLM
158528,IFSP - CAMPUS PIRACICABA,SP,,Sudeste,LLM
158560,CAMPUS PARINTINS,AM,,Norte,LLM
158561,CAMPUS TABATINGA,AM,,Norte,LLM
158562,CAMPUS PRESIDENTE FIGUEIREDO,AM,,Norte,LLM
158563,IFAM - CAMPUS MAUÉS,AM,,Norte,LLM
158564,CAMPUS LÁBREA,AM,,Norte,LLM
158565,UNIV.DA INTEG.INTERN.DA LUSOF.AFRO-BRASILEIRA,DF,,Centro-Oeste,LLM
158566,IFSP - CAMPUS SUZANO,SP,,Sudeste,LLM
158567,INST.FED.DO PARÁ/CAMPUS ITAITUBA,PA,,Norte,LLM
158568,IF SERTÃO PE/CAMPUS SALGUEIRO,PE,,Nordeste,LLM
158570,IF SERTÃO PE/CAMPUS OURICURI,PE,,Nordeste,LLM
158578,IFSP - CAMPUS HORTOLÂNDIA,SP,,Sudeste,LLM
158579,IFSP - CAMPUS VOTUPORANGA,SP,,Sudeste,LLM
158581,IFSP - CAMPUS ARARAQUARA,SP,,Sudeste,LLM
158582,IFSP - CAMPUS AVARÉ,SP,,Sudeste,LLM
158583,IFSP - CAMPUS BARRETOS,SP,,Sudeste,LLM
158584,IFSP - CAMPUS PRESIDENTE EPITACIO,SP,,Sudeste,LLM
158586,IFSP - CAMPUS REGISTRO,SP,,Sudeste,LLM
158610,INST.FED.DE GOIÁS-CAMPUS APARECIDA DE GOIÂNIA,GO,,Centro-Oeste,LLM
158611,INST. FED. DE GOIÁS - CAMPUS CIDADE DE GOIÁS,GO,,Centro-Oeste,LLM
158658,UNIVERS. FEDERAL DA INTEG. LATINO AMERICANA,PR,,Sul,LLM
158667,IF GOIANO - CAMPUS IPORA,GO,,Centro-Oeste,LLM
158674,INST.FED.DO RS/CAMPUS FARROUPILHA,RS,,Sul,LLM
158675,INST.FED.DO RS/CAMPUS IBIRUBÁ,RS,,Sul,LLM
158676,INST.FED.DO RS/CAMPUS FELIZ,RS,,Sul,LLM
158710,IFSP - CAMPUS BOITUVA,SP,,Sudeste,LLM
158712,IFSP - CAMPUS CAPIVARI,SP,,Sudeste,LLM
158713,IFSP - CAMPUS SAO JOSE DOS CAMPOS,SP,,Sudeste,LLM
158714,IFSP - CAMPUS CAMPINAS,SP,,Sudeste,LLM
158883,INST.FED.DO ESPÍRITO SANTO/CAMPUS GUARAPARI,ES,,Sudeste,LLM
158892,IFES/CAMPUS PIÚMA,ES,,Sudeste,LLM
160001,7 BATALHAO DE ENGENHARIA DE CONSTRUCAO,MT,,Centro-Oeste,LLM
160003,20 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
160004,59  BATALHAO DE INFANTARIA MOTORIZADO,SP,,Sudeste,LLM
160005,54 BATALHAO DE INFANTARIA DE SELVA,PA,,Norte,LLM
160006,1 BATALHAO DE INFANTARIA DE SELVA(AEROMOVEL),AM,,Norte,LLM
160007,4 BATALHAO DE AVIAÇÃO DO EXERCITO,SP,,Sudeste,LLM
160008,CENTRO DE EMBARCACOES DO COM.MIL.DA AMAZONIA,AM,,Norte,LLM
160009,12 INSPETORIA DE CONTAB.FINANCAS DO EXERCITO,DF,,Centro-Oeste,LLM
160010,29 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
160011,4 DIVISAO DE LEVANTAMENTO,MG,,Sudeste,LLM
160012,CENTRO DE INSTRUCAO DE GUERRA NA SELVA,AM,,Norte,LLM
160013,COLEGIO MILITAR DE MANAUS,AM,,Norte,LLM
160014,COMANDO 12 REGIAO MILITAR,SP,,Sudeste,LLM
160015,COMANDO 2 GRUPAMENTO ENGENHARIA,RJ,,Sudeste,LLM
160016,COMANDO DO COMANDO MILITAR DA AMAZONIA,AM,,Norte,LLM
160017,COMISSAO REGIONAL DE OBRAS/12,SP,,Sudeste,LLM
160018,12. BATALHAO DE SUPRIMENTO,DF,,Centro-Oeste,LLM
160019,HOSPITAL DE GUARNICAO DE TABATINGA,AM,,Norte,LLM
160020,HOSPITAL MILITAR DE AREA DE MANAUS,AM,,Norte,LLM
160021,PARQUE REGIONAL DE MANUTENCAO/12,SP,,Sudeste,LLM
160022,21 COMPANHIA DE ENGENHARIA CONSTRUCAO,BA,,Nordeste,LLM
160023,10. COMPANHIA DE ENGENHARIA DE COMBATE,DF,,Centro-Oeste,LLM
160024,COMANDO DE FRONTEIRA SOLIMOES/8 BIS,AM,,Norte,LLM
160027,4 BATALHAO DE ENGENHARIA DE CONSTRUCAO,MT,,Centro-Oeste,LLM
160028,35 BATALHAO DE INFANTARIA,SP,,Sudeste,LLM
160029,18 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
160030,1 COMPANHIA DE INFANTARIA,DF,,Centro-Oeste,LLM
160032,17 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
160033,19 BATALHAO DE CACADORES,AM,,Norte,LLM
160034,4 COMPANHIA DE GUARDA,SP,,Sudeste,LLM
160036,COMANDO 6 REGIAO MILITAR,RJ,,Sudeste,LLM
160038,6. DEPOSITO DE SUPRIMENTO,DF,,Centro-Oeste,LLM
160039,HOSPITAL GERAL DE SALVADOR,BA,,Nordeste,LLM
160040,PARQUE REGIONAL DE MANUTENCAO/6,SP,,Sudeste,LLM
160041,40 BATALHAO DE INFANTARIA,DF,,Centro-Oeste,LLM
160044,23 BATALHAO DE CACADORES,RS,,SUL,LLM
160045,25 CIRCUNSCRICAO DE SERVICO MILITAR,SP,,Sudeste,LLM
160046,COLEGIO MILITAR DE FORTALEZA,CE,,Nordeste,LLM
160047,COMANDO 10 REGIAO MILITAR,DF,,Centro-Oeste,LLM
160049,10. DEPOSITO DE SUPRIMENTO,DF,,Centro-Oeste,LLM
160050,HOSPITAL GERAL DE FORTALEZA,CE,,Nordeste,LLM
160051,PARQUE REGIONAL DE MANUTENCAO/10,SP,,Sudeste,LLM
160052,1 REGIMENTO DE CAVALARIA DE GUARDA,DF,,Centro-Oeste,LLM
160053,11 GRUPO DE ARTILHARIA ANTIAEREA,DF,,Centro-Oeste,LLM
160055,16 BATALHAO LOGISTICO,DF,,Centro-Oeste,LLM
160056,CENTRO DE IMAGENS E INFORM.GEOG.EXERCITO,DF,,Centro-Oeste,LLM
160057,3 ESQUADRAO DE CAVALARIA MECANIZADO,RS,,Sul,LLM
160058,32 GRUPO DE ARTILHARIA DE CAMPANHA,MG,,Sudeste,LLM
160059,BATALHAO DE GUARDA PRESIDENCIAL,DF,,Centro-Oeste,LLM
160060,BATALHAO DE POLICIA DO EXERCITO DE BRASILIA,DF,,Centro-Oeste,LLM
160062,CENTRO DE INTELIGENCIA DO EXERCITO,DF,,Centro-Oeste,LLM
160064,COLEGIO  MILITAR DE BRASILIA,DF,,Centro-Oeste,LLM
160065,COMANDO DA 11A. REGIAO MILITAR,SP,,Sudeste,LLM
160066,COMISSAO REGIONAL DE OBRAS/11,RR,,Norte,LLM
160067,DEPARTAMENTO DE ENGENHARIA E CONSTRUCAO,DF,,Centro-Oeste,LLM
160068,DEPARTAMENTO DE EDUCACAO E CULTURA DO EXERCIT,DF,,Centro-Oeste,LLM
160069,COMANDO LOGISTICO,DF,,Centro-Oeste,LLM
160070,DEPARTAMENTO-GERAL DO PESSOAL,DF,,Centro-Oeste,LLM
160072,11. DEPOSITO DE SUPRIMENTO,DF,,Centro-Oeste,LLM
160074,PARQUE REGIONAL DE MANUTENCAO/8,SP,,Sudeste,LLM
160076,DEPARTAMENTO DE CIENCIA E TECNOLOGIA,DF,,Centro-Oeste,LLM
